role,location,title,company,description,created
business analyst,Delhi,Senior Technical Project Manager,Belzabar Software Design India Private Limited,"Position: Technical Project Delivery Manager About the Role: We are looking for an experienced Technical Delivery Manager with a strong background in managing end-to-end technology projects. This role demands a blend of technical acumen, client-facing delivery expertise, and strong project managemen",2025-07-26T08:45:53Z
business analyst,Delhi,Data Analyst,Qrata,"Job Title: Data Analyst Job Brief: The successful candidate will turn data into information, information into insight and insight into business decisions. Data Analyst Job Duties Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. ",2024-01-07T15:08:07Z
business analyst,Delhi,IT Project Manager,symbtechnologies,"We are looking for a Project Manager to build and implement business functional programs. Regardless of the industry, the overall objectives of a business analyst are to review and analyze current and proposed business operations. Oftentimes, they will review financial statements, KPIs, and other ke",2025-06-27T05:53:33Z
business analyst,Delhi,Asp Dot Net Developer,,".Net Mvc Developer .Net Developer Proficiency inASP.NET4.0 C# Web services WCF Web API/Security Proficiency in MVC 4.0 Entity Framework Proficiency in SQL Server 2012/2014 Job Role: Must have good understanding in concept of Object Oriented Programing. Proficiency in HTML5, Jquery, AJAX, CSS, Javasc",2024-05-10T07:39:07Z
business analyst,Delhi,Technical Lead,Merito,Tech Lead – Software Development Tech Lead will be responsible for development and project delivery. She will also provide technical and team leadership through coaching and mentorship. Job Responsibilities: Guide team development efforts towards successful project delivery Provide technical leaders,2022-10-02T07:01:41Z
business analyst,Delhi,Machine learning,Sagacito,Location: Gurgaon Role: • The person will be part of data science team. This person will be working on a close basis with the business analysts and the technology team to deliver the Data Science portion of the project and product. • Data Science contribution to a project can range between 30% to 80,2019-05-24T21:25:56Z
business analyst,Delhi,RPA Developer Automation Anywhere API and Salesforce Integration,Hucon Solutions India PvtLtd,Job Title RPA Developer Automation Anywhere API Salesforce Integration Experience 8 to 12 Years Salary Up to 31 LPA Locations Bangalore Hyderabad Chennai Pune Mumbai Delhi NCR Employment Type FullTime Permanent We are seeking an experienced RPA Developer with strong expertise in Automation Anywhere ,2025-07-29T00:45:45Z
business analyst,Delhi,Capital Market Associate,CBRE,"Capital Market Associate Job ID 200747 Posted 08-Jan-2025 Service line Advisory Segment Role type Full-time Areas of Interest Accounting/Finance, Capital Markets, Data & Analytics Location(s) Gurgaon - Haryana - India, New Delhi - Delhi - India Job Title: Associate Business Line: Capital Markets Loc",2025-01-10T05:50:50Z
business analyst,Delhi,Product Owner,Troikos,Experience working in a Product Owner / Business Analyst capacity for a software product. Experience working on large scale / enterprise-grade software products and deep knowledge of the product development lifecycle. Good software engineering acumen and some technical background. Good understanding,2025-04-09T02:08:54Z
business analyst,Delhi,Marketing Head - 31166,Zigsaw,"Job Description Job Title: Marketing Head Department: Marketing Immediate Supervisor: Managing Director Position: Full time Experience: 15 years Compensation: 15-18 LPA Responsibilities: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. ● Dev",2025-06-06T20:49:30Z
business analyst,Delhi,Data Analyst,SveltetechTechnologies Pvt Ltd,"Data Analyst Job Duties Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Resp",2021-02-15T04:27:43Z
business analyst,Delhi,software developer,UR Heaven space pvt ltd,Job Title: CRM/ERP Developer Job Summary: We are looking for a talented CRM/ERP Developer to join our team and help us build and customize CRM (Customer Relationship Management) and ERP (Enterprise Resource Planning) solutions. The ideal candidate will have a strong background in software developmen,2024-05-14T06:31:43Z
business analyst,Delhi,Machine learning Job in Sagacito Technologies,Hindustan Recruitment,Job Description Location: Gurgaon Role The person will be part of data science team. This person will be working on a close basis with the business analysts and the technology team to deliver the Data Science portion of the project and product. Data Science contribution to a project can range betwee,2025-03-20T18:09:57Z
business analyst,Delhi,Manager Ingenium Development,Next Step Services,"To work on INGENIUM application, make changes and enhancements as requested in Functional Specifications/Change Requests. Actively participate in technical feasibility study, estimates, prepare Technical specification document, Coding & Unit testing, coordination and technical walk thru with Busines",2024-08-10T10:59:42Z
business analyst,Delhi,Engineering Manager Nodejs,Talent Nexa Consulting,"Job Description: Engineering Manager Location: Gurgaon Industry: Gaming Experience: 8-12 years About the Role: We are seeking a dynamic and visionary Engineering Manager to join one of Indias largest gaming companies. This is an exciting opportunity to lead, innovate, and contribute to the growth of",2025-06-12T18:49:37Z
business analyst,Delhi,Production Manager,Unnati,"Work with a well known garments brand, designing a variety of Indian style clothing. Read on to know more. Our client is the most sought after traditional Indian outfit manufacturing and exporting company. Their contemporary and stylishly designed clothes are full of unique patterns, matchless embro",2022-05-25T05:33:08Z
business analyst,Delhi,Head Of Operations,Unnati,"Work with a well known garments brand, designing a variety of Indian style clothing. Read on to know more. Our client is the most sought after traditional Indian outfit manufacturing and exporting company. Their contemporary and stylishly designed clothes are full of unique patterns, matchless embro",2021-12-04T02:41:01Z
business analyst,Bangalore,Business Analyst,FM India,"About FM: FM is a 190-year-old, Fortune 500 commercial property insurance company of 6,000 employees with a unique focus on science and risk engineering. Serving over a quarter of the Fortune 500 and major corporations globally, they deliver data-driven strategies that enhance resilience, ensure bus",2025-07-23T09:52:23Z
business analyst,Bangalore,Lead Business Analyst,FM India,"About FM: FM is a 190-year-old, Fortune 500 commercial property insurance company of 6,000 employees with a unique focus on science and risk engineering. Serving over a quarter of the Fortune 500 and major corporations globally, they deliver data-driven strategies that enhance resilience, ensure bus",2025-07-23T09:52:23Z
